Gejala / Issue,Penyebab (Root Cause),Langkah Penanganan,Kata Kunci,Kategori
Schedule tidak bisa pilih kota (Web http://schedule.sams.id),Terputus Koneksi Internet TV / Kendala API Location Service schedule.sams.id,1. Periksa Koneksi Internet pada Smart TV / LCD TV (pastikan Wi-Fi/LAN terhubung & bisa browsing)|2. Cek apakah web http://schedule.sams.id bisa diakses via HP/Browser pada jaringan yang sama|3. Lakukan Clear Cache & Data aplikasi pada TV lalu Restart TV|4. Jika internet normal tetapi 2 TV tetap tidak bisa pilih kota: Hubungi NOC untuk periksa API Location Service pada server Sams Studio,schedule,kota,sams,sams.id,lcd,tv,cache,clear,internet,wifi,WEB
